regular_medication_name
云香祛风止痛酊(云香精)
盐酸替扎尼定片
金甲排石胶囊
金匮肾气片
丹曲林钠胶囊
七十味珍珠丸
氨苄西林胶囊
琥乙红霉素片
琥乙红霉素胶囊
利福平胶囊
利福平胶囊
脊柱牵引床
盐酸左旋咪唑糖浆
阿苯达唑颗粒
利巴韦林注射液
利巴韦林葡萄糖注射液
诺氟沙星胶囊
氯霉素胶囊
盐酸左氧氟沙星胶囊
氟罗沙星胶囊
诺氟沙星胶囊
布洛芬缓释胶囊
醋氯芬酸片
甘露聚糖肽片
甘露聚糖肽片
注射用胸腺肽
二十五味鬼臼丸
甲硝唑
双羟萘酸噻嘧啶
胸腺肽肠溶片
肌苷片
莪术油注射液
阿苯达唑片
罗红霉素分散片
罗红霉素胶囊
罗红霉素分散片
诺氟沙星胶囊
注射用克林霉素磷酸酯
止痛化癥胶囊
艾迪注射液
雌二醇(E2)诊断试剂盒(化学发光法)
前列腺保护素
安乐片
更年安片
地屈孕酮片
更年安片
甘草锌颗粒
葡萄糖酸锌颗粒
次硝酸铋
盐酸左旋咪唑片
盐酸左旋咪唑肠溶片
阿莫西林克拉维酸钾干混悬剂
阿莫西林胶囊
甲硝唑阴道泡腾片
克霉唑阴道片
五子衍宗片
五子衍宗片
生精胶囊
抗妇炎胶囊
抗宫炎片
头孢地尼分散片
甲磺酸伊马替尼胶囊
甲磺酸伊马替尼片
甲磺酸伊马替尼胶囊
参雄温阳胶囊
仙鹿口服液
生精胶囊
大败毒胶囊
琥乙红霉素片
盐酸多西环素片
叶酸片
叶酸片
鬼臼毒素酊
止痛化癥胶囊
桂枝茯苓胶囊
他达拉非片
盐酸伐地那非片
酒石酸托特罗定片
聚甲酚磺醛溶液
黄芪颗粒
盐酸左旋咪唑片
盐酸左旋咪唑肠溶片
鬼臼毒素酊
奥硝唑胶囊
五子衍宗片
五子衍宗片
壬苯醇醚栓
止痛化癥胶囊
益母草胶囊
前列腺保护素
桂枝茯苓胶囊
盐酸米诺环素胶囊
丙酸睾酮
盐酸达泊西汀片
益肾壮阳膏
疏肝益阳胶囊
排石颗粒
荡石片
镍钛合金取石网篮
地屈孕酮片
注射用绒促性素
ZPZ系列亿方妇科治疗仪
头孢地尼分散片
头孢呋辛酯胶囊
注射用绒促性素
注射用尿促性素
甲磺酸溴隐亭片
益母草颗粒
妇炎净胶囊
栓塞微球体
盐酸多西环素片
土霉素片
ZPZ系列亿方妇科治疗仪
注射用高纯度尿促性素
GP系列特种光宫颈糜烂与盆腔炎治疗仪
硝呋太尔制霉素阴道软胶囊
硝呋太尔制霉菌素阴道软膏
克霉唑阴道片
GP系列特种光宫颈糜烂与盆腔炎治疗仪
ZPZ系列亿方妇科治疗仪
盐酸左旋咪唑肠溶片
盐酸左旋咪唑片
注射用盐酸克林霉素
奥硝唑氯化钠注射液
盐酸多西环素片
免疫性不孕不育联检试剂盒(斑点酶联免疫法)
红霉素软膏
碳酸氢钠
消糜栓
异烟肼片
对氨基水杨酸钠片
大黄虫丸
炔雌醇
炔雌醇
炔雌醇
盐酸左氧氟沙星氯化钠注射液
注射用拉氧头孢钠
炔雌醇片
嫦娥加丽丸
枸橼酸氯米芬胶囊
珍熊胆丸
胸腺肽肠溶片
莪术油注射液
当飞利肝宁胶囊
阿德福韦酯片
静注乙型肝炎人免疫球蛋白(pH4)
注射用重组人干扰素α2b
注射用重组人干扰素α2b
注射用重组人干扰素α2b
乙酰螺旋霉素片
阿苯达唑颗粒
维生素C片
维生素C葡萄糖注射液
头孢氨苄甲氧苄啶胶囊
头孢克肟胶囊
注射用鼠神经生长因子
注射用鼠神经生长因子
多烯磷脂酰胆碱胶囊
阿苯达唑胶囊
阿苯达唑颗粒
己酮可可碱缓释片
维生素C
葡萄糖
氯化钠注射液
呋塞米注射液
人血白蛋白
马洛替酯片
马洛替酯缓释片
吡喹酮片
甘草酸二铵胶囊
苦参素片
伤科接骨片
云南白药胶囊
手足空心钉系统
小柴胡颗粒
安宫牛黄丸
骨康胶囊
骨折挫伤胶囊
注射用头孢噻肟钠
流感病毒裂解疫苗
复方甘草口服溶液
夏天无片
通络开痹片
雷贝拉唑钠肠溶片
阿德福韦酯片
痛肿灵(酊剂)
养血荣筋丸
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
补肾强身片
安神补心丸
转移因子胶囊
甘草酸二铵胶囊
强肝胶囊
抗乙肝转移因子口服液
异烟肼片
利福喷丁胶囊
康复新液
甘草甜素片
苦参素片
肝必复软胶囊
注射用腺苷钴胺
维生素E软胶囊(天然型)
叶酸片
当飞利肝宁胶囊
当飞利肝宁片
茵栀黄颗粒
硝苯地平
卡托普利
聚乙二醇干扰素α-2b注射液
澳泰乐胶囊
护肝宁片
恩替卡韦分散片
齐墩果酸片
鸡骨草肝炎颗粒
辅酶A
氨苄西林胶囊
伊曲康唑胶囊
注射用头孢呋辛钠
注射用腺苷钴胺
维生素E软胶囊
叶酸片
维生素C片
维生素B1片
多烯磷脂酰胆碱胶囊
注射用重组人干扰素α2a(酵母)
注射用重组人干扰素α2a(酵母)
甘草酸二铵肠溶胶囊
氨酪酸片
氨酪酸片
鸡骨草肝炎颗粒
茵白肝炎颗粒
甘草酸二铵胶囊
当飞利肝宁胶囊
利巴韦林片
联苯双酯滴丸
肾上腺色腙片
地榆升白片
湿润烧伤膏
康复新液
硫酸妥布霉素注射液
伤科接骨片
云南白药胶囊
骨痛灵酊
骨康胶囊
烂积丸
注射用盐酸罗哌卡因
伤科接骨片
云南白药胶囊
伤科接骨片
云南白药胶囊
产妇康洗液
复方乌鳢口服液
西沙必利片
四环素片
氯霉素片
参麦注射液
参麦注射液
云南白药膏
活血止痛胶囊
吡拉西坦片
人血白蛋白
门冬氨酸钾镁片
五氟利多片
利培酮片
注射用盐酸硫必利
注射用鼠神经生长因子
注射用鼠神经生长因子
秘诀清凉散
解毒止泻胶囊
阿莫西林双氯西林钠胶囊
盐酸左氧氟沙星氯化钠注射液
盐酸多沙普仑注射液
盐酸多沙普仑注射液
注射用盐酸川芎嗪
盐酸氯丙嗪片
盐酸甲氯芬酯胶囊
泼尼松
脑蛋白水解物片
注射用鼠神经生长因子
注射用硫代硫酸钠
骨痛灵酊
骨康胶囊
头孢氨苄
头孢氨苄
烂积丸
高锰酸钾
重组人干扰素α1b注射液
射干抗病毒注射液
头孢氨苄甲氧苄啶胶囊
注射用头孢他啶
注射用头孢唑肟钠
茴拉西坦颗粒
氨茶碱片
索罗玛宝颗粒
复方氯化钠注射液
葡萄糖酸钙
注射用盐酸吡柔比星
马破伤风免疫球蛋白(F(ab')2)
一次性使用自粘式伤口敷料
骨康胶囊
骨折挫伤胶囊
二巯丙醇
二巯基丙磺酸钠
伤科活血酊
复方氯唑沙宗片
四环素片
氯霉素胶囊
尼可刹米
盐酸左氧氟沙星片
盐酸环丙沙星片
盐酸洛美沙星颗粒
碘解磷定
氯解磷定
吗替麦考酚酯胶囊
醋酸氟轻松乳膏
复方皂矾胶囊
复方皂矾片
骨痛灵酊
骨康胶囊
氨苄西林胶囊
伊曲康唑胶囊
注射用头孢唑肟钠
盐酸克林霉素棕榈酸酯颗粒
硫酸奈替米星注射液
碳酸氢钠
盐酸环丙沙星片
氯霉素片
丹贞颗粒
枯草杆菌二联活菌颗粒
乳酸菌素片
水合氯醛
葡萄糖
水合氯醛
葡萄糖
盐酸左旋咪唑糖浆
阿苯达唑颗粒
伤科接骨片
云南白药胶囊
气血康胶囊
泼尼松
山梨醇
地塞米松磷酸钠注射液
盐酸利多卡因注射液
四环素片
阿苯达唑颗粒
氯解磷定
氯解磷定
氢溴酸樟柳碱注射液
盐酸米诺环素片
复方甘草酸单铵S氯化钠注射液
骨康胶囊
正骨水
骨接合植入物金属锁定接骨板
骨康胶囊
骨折挫伤胶囊
水合氯醛
氢化可的松
伤科接骨片
云南白药胶囊
磺胺嘧啶片
乙酰螺旋霉素片
乙酰螺旋霉素片
伤科接骨片
云南白药胶囊
亚硝酸钠
亚硝酸钠
碳酸氢钠
碳酸氢钠
西司他丁钠
西司他丁钠
生脉注射液
痛肿灵(酊剂)
养血荣筋丸
四环素片
硬脂酸红霉素颗粒
依托红霉素胶囊
阿莫西林克拉维酸钾干混悬剂
阿莫西林胶囊
阿苯达唑颗粒
阿苯达唑胶囊
烂积丸
复方甲苯咪唑片
盐酸肾上腺素注射液
盐酸肾上腺素注射液
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
二十五味珊瑚丸
甘草酸二铵胶囊
乙肝灵丸
碧云砂乙肝颗粒
柳胺酚胶囊
叶下珠片
复方气管炎片
转移因子胶囊
注射用胸腺肽
甘草酸二铵胶囊
阿德福韦酯片
辅酶Q10胶囊
阿苯达唑颗粒
阿苯达唑胶囊
乙肝解毒胶囊
阿德福韦酯片
阿德福韦酯片
硫酸钡(Ⅰ型)干混悬剂
硫酸钡(Ⅰ型)干混悬剂
多烯磷脂酰胆碱胶囊
肠炎宁片
琥乙红霉素分散片
环酯红霉素片
降糖宁胶囊
格列吡嗪片
胰岛素注射液
康复新液
冰栀伤痛气雾剂
人血白蛋白
伤科接骨片
云南白药胶囊
脊柱内固定矫形系统
碳酸氢钠
葡萄糖
甲泼尼龙
呋塞米
盐酸乙哌立松片
杀虫丸
消积化虫散
辣椒风湿膏
骨康胶囊
注射用盐酸罗哌卡因
复方皂矾胶囊
碳酸氢钠
碳酸氢钠
多烯磷脂酰胆碱胶囊
盐酸异丙嗪片
注射用甲泼尼龙琥珀酸钠
注射用甲泼尼龙琥珀酸钠
风油精
林可霉素利多卡因凝胶
蛇咬丸
肠炎宁片
胃肠灵胶囊
虎地肠溶胶囊
复方甘草酸单铵注射液
盐酸米诺环素胶囊
盐酸米诺环素胶囊
己酮可可碱缓释片
注射用美罗培南
氟康唑胶囊
氟康唑片
阿莫西林颗粒
阿莫西林干混悬剂
左氧氟沙星片
阿莫西林颗粒
甲砜霉素颗粒
龙血竭胶囊
肾上腺色腙片
七厘胶囊
葡萄糖
伤科接骨片
云南白药胶囊
复方氯唑沙宗片
双氯芬酸二乙胺凝胶
硫酸镁
水合氯醛
正骨水
骨康胶囊
金属接骨板及接骨螺钉
青霉胺片
青霉胺
二巯丙磺钠注射液
诺氟沙星胶囊
注射用克林霉素磷酸酯
二巯基丙磺酸钠
二巯丙醇
杞菊地黄丸
安神补心丸
氢溴酸山莨菪碱注射液
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
骨康胶囊
正骨水
骨肽片
肝泰颗粒
肝泰颗粒
解毒止泻胶囊
朝阳丸
骨康胶囊
辣椒风湿膏
金属接骨板及接骨螺钉
辣椒风湿膏
双氯芬酸二乙胺凝胶
虎力散胶囊
氯雷他定片
富马酸酮替芬片
粉尘螨滴剂
骨筋丸胶囊
双氯芬酸钠缓释胶囊
伤科接骨片
云南白药胶囊
金属骨针
水合氯醛
尼可刹米
辣椒风湿膏
散寒活络丸
麝香祛痛气雾剂
依巴斯汀片
盐酸左西替利嗪片
葡萄糖注射液
葡萄糖注射液
碳酸氢钠
碳酸氢钠
清热消炎宁胶囊
二十五味马宝丸
硝酸甘油片
卡托普利片
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
安宫牛黄丸
吡拉西坦氯化钠注射液
多巴丝肼片
硫唑嘌呤片
溴吡斯的明片
奋乃静
奋乃静
痛肿灵(酊剂)
七厘胶囊
盐酸左旋咪唑糖浆
阿苯达唑颗粒
盐酸氯丙嗪片
氟哌啶醇片
碳酸氢钠注射液
小儿复方鸡内金散
婴儿平
维生素B6注射液
维生素B6注射液
四环素片
硫酸庆大霉素缓释片
治疗用布氏菌制剂
汉桃叶片
盐酸曲马多胶囊
脊柱护具
硫酸特布他林片
多索茶碱片
安胎丸
黄连羊肝丸
注射用甲硝唑磷酸二钠
山梨醇(供口服用)
硬脑膜下引流导管
朝阳丸
藻酸双酯钠片
肝素钠注射液
盐酸氟桂利嗪胶囊
养血当归糖浆
养血当归糖浆
蛋白琥珀酸铁口服溶液
奥硝唑胶囊
塞克硝唑分散片
替硝唑胶囊
氨茶碱缓释片
呋塞米片
痛肿灵(酊剂)
养血荣筋丸
阿莫西林颗粒
甲砜霉素颗粒
二巯基丙磺酸钠
维生素C
多烯磷脂酰胆碱胶囊
盐酸左氧氟沙星片
替硝唑片
硫酸依替米星注射液
十滴水胶丸
吗丁啉片剂10mgOTC
正骨水
骨康胶囊
人工肩关节系统
注射用鼠神经生长因子
注射用鼠神经生长因子
辅酶Q10胶囊
维生素B6
化痰平喘片
富马酸福莫特罗片
甲泼尼龙片
小儿化痰止咳颗粒
小儿化痰止咳颗粒
伤科接骨片
云南白药胶囊
独一味胶囊
云南白药胶囊
三七片
正骨水
壮骨麝香止痛膏
右旋糖酐40氯化钠注射液
右旋糖酐40氯化钠注射液
人血白蛋白
伤科接骨片
云南白药胶囊
骨科拱环外固定架
注射用盐酸罗哌卡因
产后逐瘀片
盐酸洛贝林注射液
盐酸洛贝林注射液
盐酸洛贝林注射液
马洛替酯片
马洛替酯缓释片
吡喹酮片
盐酸大观霉素
硫酸庆大霉素注射液
盐酸米诺环素胶囊
注射用鼠神经生长因子
注射用鼠神经生长因子
碳酸氢钠注射液
甘油氯化钠注射液
复方氯化钠注射液
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
呋塞米
呋塞米
注射用鲑降钙素
氯解磷定注射液
注射用鼠神经生长因子
氯解磷定注射液
复方氯唑沙宗片
盐酸氨基葡萄糖胶囊
磷酸苯丙哌林口服溶液
丙酸倍氯米松气雾剂
盐酸左旋咪唑搽剂
阿苯达唑颗粒
氯化钠注射液
氯化钠注射液
主动脉内球囊反搏泵
正骨水
独一味胶囊
金属髓内钉
万通筋骨片
那如三味丸
碳酸钙D3片
感冒灵颗粒
多维元素片(29)
顺气安神丸
乙酰谷酰胺氯化钠注射液
盐酸甲氯芬酯分散片
己酮可可碱缓释片
硫酸铜
氯化铵
盐酸左旋咪唑糖浆
伊维菌素胶囊
苏合香丸
仁丹
盐酸左旋咪唑糖浆
阿苯达唑颗粒
阿苯达唑片
三七伤药片
七十味珍珠丸
骨康胶囊
正骨水
肘关节系统-桡骨小头关节头系统
骨康胶囊
正骨水
交锁髓内钉系统
富马酸酮替芬片
丙酸倍氯米松气雾剂
氯化钠注射液
呋塞米注射液
注射用甲泼尼龙琥珀酸钠
伤科接骨片
云南白药胶囊
金属矫形用钉
水合氯醛
保济丸
力度伸泡腾片（橙口味）
冻干人用狂犬病疫苗(Vero细胞)
人用狂犬病疫苗(鸡胚细胞)
氨甲环酸注射液
氨甲环酸注射液
水合氯醛
尼可刹米
氨苄西林胶囊
阿莫西林克拉维酸钾干混悬剂
加替沙星滴眼液
枫蓼肠胃康片
保济丸
盐酸米诺环素胶囊
夏天无片
通络开痹片
复方甘草酸单铵注射液
盐酸苯海索
棕榈哌泊塞嗪注射液
阿莫西林颗粒
甲砜霉素肠溶片
小儿复方磺胺甲噁唑片
颠茄酊
头孢哌酮
诺氟沙星胶囊
葡萄糖
伤科接骨片
云南白药胶囊
伤科接骨片
云南白药胶囊
骨康胶囊
正骨水
金属髓内钉
人血白蛋白
注射用七叶皂苷钠
伤科接骨片
云南白药胶囊
交锁髓内钉系统
复方氯唑沙宗片
双氯芬酸二乙胺凝胶
布洛芬片
吲哚美辛肠溶片
碳酸氢钠
泼尼松龙
注射用鼠神经生长因子
注射用鼠神经生长因子
氨苄西林胶囊
伊曲康唑胶囊
注射用美洛西林钠
硅炭银片
葡萄糖酸钙锌口服溶液
乙酰胺注射液
葡萄糖
水合氯醛
冻疮膏
冻疮膏
维生素B1
东莨菪碱贴片
盐酸左旋咪唑糖浆
伊维菌素胶囊
盐酸左旋咪唑片
头孢羟氨苄胶囊
阿莫西林双氯西林钠胶囊
氯化铵
亚硝酸异戊酯
克拉霉素片
盐酸米诺环素胶囊
头孢氨苄
头孢氨苄
氢溴酸樟柳碱注射液
人参健脾丸
保济口服液
丙酸倍氯米松气雾剂
布地奈德气雾剂
孟鲁司特钠片
盐酸左旋咪唑糖浆
伊维菌素片
伊维菌素胶囊
氯解磷定注射液
布美他尼片
肾上腺素
碳酸氢钠
心脏除颤器
奥美拉唑肠溶胶囊
西咪替丁片
注射用兰索拉唑
氨苄西林胶囊
阿莫西林颗粒
左氧氟沙星片
蓖麻油
蓖麻油
罗红霉素片
硬脂酸红霉素颗粒
左氧氟沙星片
正骨水
独一味胶囊
接骨七厘片
盐酸纳洛酮舌下片
醋酸可的松片
维生素C片
伤科接骨片
云南白药胶囊
锁定接骨板
血液升温仪
血液升温仪
输血、输液、透析加温仪
固肠胶囊
盐酸罗匹尼罗片
小儿感冒颗粒
感冒灵颗粒
感冒灵胶囊
地高辛片
心肝宝胶囊
植入式心脏复律/除颤器
氨酪酸片
盐酸甲氯芬酯胶囊
低频神经肌肉刺激仪
卡泊三醇软膏
妇科千金片
消糜栓
三七伤药片
汉桃叶片
镇痫片
镇痫片
平癫镇痫仪
山梨醇
葡萄糖
除疤膏
复方氨维胶囊
康复新液
氟康唑片
伊曲康唑胶囊
萘替芬酮康唑乳膏
注射用矛头蝮蛇血凝酶
益母草软胶囊
断血流片
三磷酸腺苷二钠片
果糖二磷酸钠口服溶液
多烯磷脂酰胆碱胶囊
磷酸苯丙哌林口服溶液
痰咳清片
固本咳喘片
吗丁啉片剂10mgOTC
马来酸曲美布汀胶囊
六味能消丸
四环素片
盐酸米诺环素胶囊
甲泼尼龙片
葡醛内酯片
盐酸丙哌维林片
多烯磷脂酰胆碱胶囊
秘诀清凉散
强肝胶囊
多烯磷脂酰胆碱胶囊
氟氯西林钠胶囊
替硝唑片
安宫牛黄丸
盐酸洛贝林注射液
盐酸洛贝林注射液
盐酸金刚烷胺片
氨溴特罗口服溶液
转移因子口服溶液
茶碱缓释胶囊(Ⅱ)
己酮可可碱缓释片
亚硝酸异戊酯
硝酸甘油片
肾上腺素
骨痛灵酊
骨康胶囊
接骨板和接骨螺钉
丙酸倍氯米松气雾剂
布地奈德气雾剂
孟鲁司特钠片
3克清凉油
藿香正气丸
十滴水
伤科接骨片
云南白药胶囊
氨苄西林胶囊
伊曲康唑胶囊
松节油
舒心降脂片
降脂宁颗粒
盐酸倍他司汀片
补达秀氯化钾缓释片
异山梨醇口服溶液
口服补液盐Ⅰ
伤科接骨片
云南白药胶囊
阿魏酸钠片
云南蛇药
盐酸异丙嗪注射液
盐酸肾上腺素注射液
高效单体银前列腺炎抗菌凝胶
转化糖注射液
转化糖注射液
氢溴酸樟柳碱注射液
骨康胶囊
正骨水
直型接骨板
盐酸消旋山莨菪碱氯化钠注射液
硫酸阿托品片
氢溴酸樟柳碱注射液
多烯磷脂酰胆碱胶囊
强肝胶囊
水飞蓟宾葡甲胺片
氟罗沙星胶囊
盐酸米诺环素胶囊
磺胺嘧啶银乳膏
胎宝胶囊
嗣育保胎丸
氨甲环酸片
全天麻胶囊
复方小活络丸
天丹通络胶囊
羚羊角口服液
卡马西平片
万氏牛黄清心丸
复方青蒿安乃近片
紫雪散
布美他尼片
亚甲蓝注射液
盐酸丙哌维林片
卡络磺钠片
卡络磺钠
氨甲环酸
口服补液盐Ⅰ
大黄通便颗粒
硝酸毛果芸香碱滴眼液
季德胜蛇药片
穿心莲软胶囊
金钱草颗粒
盐酸环丙沙星片
盐酸环丙沙星胶囊
尼莫地平软胶囊
天麻素胶囊
辣椒风湿膏
双氯芬酸二乙胺凝胶
下肢外固定器
硫代硫酸钠注射液
硫代硫酸钠注射液
多烯磷脂酰胆碱胶囊
腰痛宁胶囊
汉桃叶片
沉香十七味丸
维生素C片
维生素C片
维生素C片
骨康胶囊
关节止痛膏
七厘散
洛索洛芬钠胶囊
跌打丸
康复新液
普鲁卡因肾上腺素注射液
普鲁卡因青霉素
硫酸沙丁胺醇胶囊
多索茶碱片
小儿支气管内窥镜
氨酪酸片
盐酸甲氯芬酯胶囊
消栓肠溶胶囊[消栓胶囊(肠溶)]
奥硝唑胶囊
替硝唑片
奥硝唑分散片
伤科接骨片
云南白药胶囊
金属接骨板
氯化钙注射液
葡萄糖酸钙片
葡萄糖酸钙注射液
乙酰螺旋霉素片
螺旋霉素片
乙酰螺旋霉素片
盐酸米诺环素片
盐酸米诺环素片
六味能消丸
珍菊降压片
降压避风片
盐酸土霉素片
盐酸四环素片
卡泊三醇软膏
葡萄糖氯化钠注射液
葡萄糖氯化钠注射液
参附注射液
十滴水胶丸
解毒止泻胶囊
伤科接骨片
云南白药胶囊
脊柱后路内固定系统组件
复方甘草酸单铵注射液
盐酸米诺环素片
复方五指柑片
强肝胶囊
泮托拉唑钠肠溶胶囊
裸花紫珠分散片
大便隐血(FOB)检测试剂盒(胶体金法)
藿香正气颗粒
十滴水
龙虎人丹
葡萄糖氯化钠注射液
葡萄糖氯化钠注射液
多烯磷脂酰胆碱胶囊
氯化钠注射液
骨化三醇胶丸
细胞色素C注射液
注射用硫代硫酸钠
注射用硫代硫酸钠
伤科灵喷雾剂
骨友灵搽剂
口服补液盐Ⅰ
呋塞米片
甘油氯化钠注射液
碳酸氢钠注射液
葡醛内酯片
多烯磷脂酰胆碱胶囊
阑尾消炎片
千里光片
千里光片
头孢氨苄甲氧苄啶胶囊
头孢克肟胶囊
左氧氟沙星片
伤科接骨片
云南白药胶囊
髓内钉系统
双氯芬酸二乙胺凝胶
散寒活络丸
下肢外固定器
辣椒风湿膏
散寒活络丸
接骨板和接骨螺钉
注射用鼠神经生长因子
注射用鼠神经生长因子
多烯磷脂酰胆碱胶囊
坐珠达西
清热消炎宁片
风油精
全天麻胶囊
碳酸氢钠注射液
骨康胶囊
正骨水
恒古骨伤愈合剂
夏天无片
七十味珍珠丸
卡左双多巴控释片
卡左双多巴控释片
多烯磷脂酰胆碱胶囊
新生化颗粒
生乳汁
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
细胞色素C注射液
氧氟沙星胶囊
盐酸左氧氟沙星片
盐酸左氧氟沙星注射液
伤科接骨片
云南白药胶囊
独一味软胶囊
辣椒风湿膏
骨康胶囊
解剖型骨板
硫代硫酸钠注射液
硫代硫酸钠注射液
羟基脲片
碳酸氢钠注射液
碳酸氢钠注射液
维生素B1片
注射用鼠神经生长因子
多烯磷脂酰胆碱注射液
珠贝定喘丸
复方茶碱甲麻黄碱片
二羟丙茶碱片
枫蓼肠胃康片
保济丸
富马酸福莫特罗片
孟鲁司特钠咀嚼片
孟鲁司特钠片
盐酸左氧氟沙星胶囊
盐酸左氧氟沙星胶囊
复方苯海拉明克罗米通酊
利多卡因氯己定气雾剂
云南蛇药
注射用盐酸罗哌卡因
异烟肼片
吸入用乙酰半胱氨酸溶液
甲硫氨酸片
复方对乙酰氨基酚片
壮骨麝香止痛膏
独一味胶囊
伤科接骨片
云南白药胶囊
骨肽片
丙酸倍氯米松气雾剂
丙酸倍氯米松粉雾剂
粉尘螨滴剂
注射用鼠神经生长因子
注射用鼠神经生长因子
多烯磷脂酰胆碱胶囊
磷酸氢二钠
维生素C片
尼可刹米
氨茶碱氯化钠注射液
氨丁三醇注射液
氯化钠注射液
呋塞米注射液
阿米替林片
五氟利多片
盐酸氟西汀分散片
盐酸氟西汀胶囊
盐酸多塞平片
盐酸氟西汀胶囊
肾骨胶囊
解郁安神颗粒
解郁安神颗粒
